,raw_ractions,transformed_reactions,automap
10,c12c(c(Br)cc(S(=O)(=O)O)c1N)C(=O)c(cccc3)c3C2=O.c1(ccccc1N)C([O-])=O.[K+]>>c12c(C(=O)c(cccc3)c3C1=O)c(N)c(S(=O)(=O)O)cc2Nc4ccccc4C(=O)O,c12C(=O)c3ccccc3C(=O)c1c(cc(c2N)S(O)(=O)=O)Br.c1(C(=O)[O-])c(N)cccc1.[K+]>>c12c(Nc3c(C(O)=O)cccc3)cc(S(O)(=O)=O)c(N)c1C(c1c(C2=O)cccc1)=O,[c:1]12[C:21](=[O:22])[c:20]3[cH:19][cH:18][cH:17][cH:16][c:15]3[C:13](=[O:14])[c:2]1[c:3]([cH:5][c:6]([c:11]2[NH2:12])[S:7]([OH:10])(=[O:9])=[O:8])Br.[c:23]1([C:30](=[O:32])[O-])[c:28]([NH2:29])[cH:27][cH:26][cH:25][cH:24]1.[K+]>>[c:2]12[c:3]([NH:29][c:28]3[c:23]([C:30](O)=[O:32])[cH:24][cH:25][cH:26][cH:27]3)[cH:5][c:6]([S:7]([OH:10])(=[O:9])=[O:8])[c:11]([NH2:12])[c:1]1[C:21]([c:20]1[c:15]([C:13]2=[O:14])[cH:16][cH:17][cH:18][cH:19]1)=[O:22]
11,c(c1ccc2Br)(c2C(=O)c(cccc3)c34)C4=CC(=O)N1C.c1(N)ccccc1>>c(c1ccc2Nc3ccccc3)(C(=CC(=O)N1C)c4c(cccc4)C5=O)c25,c12C3=CC(N(C)c1ccc(c2C(c1c3cccc1)=O)Br)=O.c1(ccccc1)N>>c12c3C(=O)c4ccccc4C1=CC(N(C)c2ccc3Nc1ccccc1)=O,[c:1]12[C:16]3=[CH:17][C:18]([N:20]([CH3:21])[c:2]1[cH:3][cH:4][c:5]([c:7]2[C:8]([c:10]1[c:15]3[cH:14][cH:13][cH:12][cH:11]1)=[O:9])Br)=[O:19].[c:22]1([cH:28][cH:27][cH:26][cH:25][cH:24]1)[NH2:23]>>[c:1]12[c:7]3[C:8](=[O:9])[c:10]4[cH:11][cH:12][cH:13][cH:14][c:15]4[C:16]1=[CH:17][C:18]([N:20]([CH3:21])[c:2]2[cH:3][cH:4][c:5]3[NH:23][c:22]1[cH:28][cH:27][cH:26][cH:25][cH:24]1)=[O:19]
12,c(c1ccc2Br)(c2C(=O)c(cccc3)c34)C4=CC(=O)N1C.c1c(C)cccc1N>>c(c1ccc2Nc3cccc(C)c3)(C(=CC(=O)N1C)c4c(cccc4)C5=O)c25,c12C3=CC(N(C)c1ccc(c2C(c1c3cccc1)=O)Br)=O.c1c(N)cccc1C>>c12c3C(=O)c4ccccc4C1=CC(N(C)c2ccc3Nc1cc(C)ccc1)=O,[c:1]12[C:16]3=[CH:17][C:18]([N:20]([CH3:21])[c:2]1[cH:3][cH:4][c:5]([c:7]2[C:8]([c:10]1[c:15]3[cH:14][cH:13][cH:12][cH:11]1)=[O:9])Br)=[O:19].[cH:22]1[c:28]([NH2:29])[cH:27][cH:26][cH:25][c:23]1[CH3:24]>>[c:1]12[c:7]3[C:8](=[O:9])[c:10]4[cH:11][cH:12][cH:13][cH:14][c:15]4[C:16]1=[CH:17][C:18]([N:20]([CH3:21])[c:2]2[cH:3][cH:4][c:5]3[NH:29][c:28]1[cH:22][c:23]([CH3:24])[cH:25][cH:26][cH:27]1)=[O:19]
13,c12c(c(C)c(C)c(Br)c1N)C(=O)c(cccc3)c3C2=O.c12c(c(C)c(C)c(Br)c1N)C(=O)c(cccc3)c3C2=O>>c12c(c(C)c(C)c(Nc(c3c(C(=O)c(cccc4)c4C3=O)c(C)c5C)c5N6)c16)C(=O)c(cccc7)c7C2=O,c12C(=O)c3ccccc3C(=O)c1c(c(c(c2N)Br)C)C.c12C(=O)c3ccccc3C(=O)c1c(c(c(c2N)Br)C)C>>c12C(=O)c3ccccc3C(=O)c1c(c(c1c2Nc2c(C)c(C)c3C(c4c(C(=O)c3c2N1)cccc4)=O)C)C,[c:1]12[C:19](=[O:20])[c:18]3[cH:17][cH:16][cH:15][cH:14][c:13]3[C:11](=[O:12])[c:2]1[c:3]([c:5]([c:7]([c:9]2[NH2:10])Br)[CH3:6])[CH3:4].[c:21]12[C:39](=[O:40])[c:38]3[cH:37][cH:36][cH:35][cH:34][c:33]3[C:31](=[O:32])[c:22]1[c:23]([c:25]([c:27]([c:29]2[NH2:30])Br)[CH3:26])[CH3:24]>>[c:1]12[C:19](=[O:20])[c:18]3[cH:17][cH:16][cH:15][cH:14][c:13]3[C:11](=[O:12])[c:2]1[c:3]([c:5]([c:7]1[c:9]2[NH:10][c:27]2[c:25]([CH3:26])[c:23]([CH3:24])[c:22]3[C:31]([c:33]4[c:38]([C:39](=[O:40])[c:21]3[c:29]2[NH:30]1)[cH:37][cH:36][cH:35][cH:34]4)=[O:32])[CH3:6])[CH3:4]
14,c12c(c(C)c(C)c(N)c1Br)C(=O)c(cccc3)c3C2=O.c12c(c(C)c(C)c(N)c1Br)C(=O)c(cccc3)c3C2=O>>c12c(c(C)c(C)c(Nc(c3c(C(=O)c(cccc4)c4C3=O)c(C)c5C)c5N6)c16)C(=O)c(cccc7)c7C2=O,c12C(=O)c3ccccc3C(=O)c1c(c(c(c2Br)N)C)C.c12C(=O)c3ccccc3C(=O)c1c(c(c(c2Br)N)C)C>>c12C(=O)c3ccccc3C(=O)c1c(c(c1c2Nc2c(C)c(C)c3C(c4c(C(=O)c3c2N1)cccc4)=O)C)C,[c:1]12[C:19](=[O:20])[c:18]3[cH:17][cH:16][cH:15][cH:14][c:13]3[C:11](=[O:12])[c:2]1[c:3]([c:5]([c:7]([c:9]2Br)[NH2:8])[CH3:6])[CH3:4].[c:21]12[C:39](=[O:40])[c:38]3[cH:37][cH:36][cH:35][cH:34][c:33]3[C:31](=[O:32])[c:22]1[c:23]([c:25]([c:27]([c:29]2Br)[NH2:28])[CH3:26])[CH3:24]>>[c:1]12[C:19](=[O:20])[c:18]3[cH:17][cH:16][cH:15][cH:14][c:13]3[C:11](=[O:12])[c:2]1[c:3]([c:5]([c:7]1[c:9]2[NH:28][c:27]2[c:25]([CH3:26])[c:23]([CH3:24])[c:22]3[C:31]([c:33]4[c:38]([C:39](=[O:40])[c:21]3[c:29]2[NH:8]1)[cH:37][cH:36][cH:35][cH:34]4)=[O:32])[CH3:6])[CH3:4]
15,c(c(ccc1)c(Br)cc2)(c1c(cccc3)c34)c24.c12c(cccc1NC(=O)c3ccccc3)C(=O)c(c(N)ccc4)c4C2=O>>c(c(ccc1)c(Nc2cccc(C(=O)c(c(ccc3)NC(=O)c4ccccc4)c3C5=O)c25)cc6)(c1c(cccc7)c78)c68,c12c3c4ccccc4c1cccc2c(cc3)Br.c12C(=O)c3cccc(N)c3C(=O)c1cccc2NC(c1ccccc1)=O>>c12c3c4ccccc4c1cccc2c(cc3)Nc1c2C(=O)c3cccc(NC(c4ccccc4)=O)c3C(=O)c2ccc1,[c:1]12[c:17]3[c:16]4[cH:15][cH:14][cH:13][cH:12][c:11]4[c:10]1[cH:5][cH:4][cH:3][c:2]2[c:6]([cH:8][cH:9]3)Br.[c:18]12[C:42](=[O:43])[c:41]3[cH:40][cH:39][cH:38][c:36]([NH2:37])[c:35]3[C:33](=[O:34])[c:19]1[cH:20][cH:21][cH:22][c:23]2[NH:24][C:25]([c:27]1[cH:32][cH:31][cH:30][cH:29][cH:28]1)=[O:26]>>[c:1]12[c:17]3[c:16]4[cH:15][cH:14][cH:13][cH:12][c:11]4[c:10]1[cH:5][cH:4][cH:3][c:2]2[c:6]([cH:8][cH:9]3)[NH:37][c:36]1[c:35]2[C:33](=[O:34])[c:19]3[cH:20][cH:21][cH:22][c:23]([NH:24][C:25]([c:27]4[cH:32][cH:31][cH:30][cH:29][cH:28]4)=[O:26])[c:18]3[C:42](=[O:43])[c:41]2[cH:40][cH:39][cH:38]1
16,c12c(c(Br)ccc1NC)C(=O)c(c(NC)ccc3Br)c3C2=O.c1(N)ccc(C)cc1.c1(N)ccc(C)cc1>>c12c(c(NC)ccc1Nc3ccc(C)cc3)C(=O)c(c(ccc4NC)Nc5ccc(C)cc5)c4C2=O,c12C(=O)c3c(Br)ccc(NC)c3C(=O)c1c(ccc2NC)Br.c1(ccc(C)cc1)N.c1(ccc(C)cc1)N>>c12C(=O)c3c(NC)ccc(Nc4ccc(C)cc4)c3C(=O)c1c(ccc2Nc1ccc(C)cc1)NC,[c:1]12[C:21](=[O:22])[c:20]3[c:18](Br)[cH:17][cH:16][c:13]([NH:14][CH3:15])[c:12]3[C:10](=[O:11])[c:2]1[c:3]([cH:5][cH:6][c:7]2[NH:8][CH3:9])Br.[c:23]1([cH:30][cH:29][c:27]([CH3:28])[cH:26][cH:25]1)[NH2:24].[c:31]1([cH:38][cH:37][c:35]([CH3:36])[cH:34][cH:33]1)[NH2:32]>>[c:2]12[C:10](=[O:11])[c:12]3[c:13]([NH:14][CH3:15])[cH:16][cH:17][c:18]([NH:32][c:31]4[cH:38][cH:37][c:35]([CH3:36])[cH:34][cH:33]4)[c:20]3[C:21](=[O:22])[c:1]1[c:7]([cH:6][cH:5][c:3]2[NH:24][c:23]1[cH:30][cH:29][c:27]([CH3:28])[cH:26][cH:25]1)[NH:8][CH3:9]
17,c1(OC)ccccc1Br.c1(C=O)ccccc1N>>c1(ccccc1OC)Nc2ccccc2C=O,c1(c(Br)cccc1)OC.c1(c(N)cccc1)C=O>>c1(Nc2c(C=O)cccc2)c(OC)cccc1,[c:1]1([c:8](Br)[cH:7][cH:6][cH:5][cH:4]1)[O:2][CH3:3].[c:10]1([c:17]([NH2:18])[cH:16][cH:15][cH:14][cH:13]1)[CH:11]=[O:12]>>[c:8]1([NH:18][c:17]2[c:10]([CH:11]=[O:12])[cH:13][cH:14][cH:15][cH:16]2)[c:1]([O:2][CH3:3])[cH:4][cH:5][cH:6][cH:7]1
18,c1(ccc(N)cc1)N=Nc2ccccc2.c1(ccccc1Br)C(=O)O>>c1(ccccc1Nc2ccc(\N=N\c3ccccc3)cc2)C(=O)O,c1(N=Nc2ccccc2)ccc(N)cc1.c1(C(O)=O)c(Br)cccc1>>c1(C(O)=O)c(Nc2ccc(/N=N/c3ccccc3)cc2)cccc1,[c:1]1([N:8]=[N:9][c:10]2[cH:15][cH:14][cH:13][cH:12][cH:11]2)[cH:7][cH:6][c:4]([NH2:5])[cH:3][cH:2]1.[c:16]1([C:23]([OH:25])=[O:24])[c:21](Br)[cH:20][cH:19][cH:18][cH:17]1>>[c:16]1([C:23]([OH:25])=[O:24])[c:21]([NH:5][c:4]2[cH:3][cH:2][c:1](/[N:8]=[N:9]/[c:10]3[cH:15][cH:14][cH:13][cH:12][cH:11]3)[cH:7][cH:6]2)[cH:20][cH:19][cH:18][cH:17]1
19,c1(N(=O)=O)cc(N(=O)=O)c(C)cc1Br.c1(N)ccccc1>>c1(N(=O)=O)cc(N(=O)=O)c(C)cc1Nc2ccccc2,c1(c(Br)cc(C)c(N(=O)=O)c1)N(=O)=O.c1(ccccc1)N>>c1(c(Nc2ccccc2)cc(C)c(N(=O)=O)c1)N(=O)=O,[c:1]1([c:13](Br)[cH:12][c:10]([CH3:11])[c:6]([N:7](=[O:9])=[O:8])[cH:5]1)[N:2](=[O:4])=[O:3].[c:15]1([cH:21][cH:20][cH:19][cH:18][cH:17]1)[NH2:16]>>[c:1]1([c:13]([NH:16][c:15]2[cH:21][cH:20][cH:19][cH:18][cH:17]2)[cH:12][c:10]([CH3:11])[c:6]([N:7](=[O:9])=[O:8])[cH:5]1)[N:2](=[O:4])=[O:3]
20,c1(ccccc1N)[As](=O)(O)O.c1(ccc(Br)cc1)N(=O)=O>>c1(ccccc1Nc2ccc(N(=O)=O)cc2)[As](=O)(O)O,c1([As](O)(O)=O)c(N)cccc1.c1(N(=O)=O)ccc(Br)cc1>>c1([As](O)(O)=O)c(Nc2ccc(N(=O)=O)cc2)cccc1,[c:1]1([As:8]([OH:11])([OH:10])=[O:9])[c:6]([NH2:7])[cH:5][cH:4][cH:3][cH:2]1.[c:12]1([N:19](=[O:21])=[O:20])[cH:18][cH:17][c:15](Br)[cH:14][cH:13]1>>[c:1]1([As:8]([OH:11])([OH:10])=[O:9])[c:6]([NH:7][c:15]2[cH:17][cH:18][c:12]([N:19](=[O:21])=[O:20])[cH:13][cH:14]2)[cH:5][cH:4][cH:3][cH:2]1
21,c1(ccc(Br)cc1)N(=O)=O.c1(N)ccc(N)cc1>>c1(ccc(N(=O)=O)cc1)Nc2ccc(N)cc2,c1(N(=O)=O)ccc(Br)cc1.c1(ccc(N)cc1)N>>c1(Nc2ccc(N)cc2)ccc(N(=O)=O)cc1,[c:1]1([N:8](=[O:10])=[O:9])[cH:7][cH:6][c:4](Br)[cH:3][cH:2]1.[c:11]1([cH:18][cH:17][c:15]([NH2:16])[cH:14][cH:13]1)[NH2:12]>>[c:4]1([NH:12][c:11]2[cH:18][cH:17][c:15]([NH2:16])[cH:14][cH:13]2)[cH:6][cH:7][c:1]([N:8](=[O:10])=[O:9])[cH:2][cH:3]1
22,c1(SC)ccc(N)cc1.c1(ccccc1Br)C(=O)O>>c1(ccccc1C(=O)O)Nc2ccc(SC)cc2,c1(ccc(N)cc1)SC.c1(C(O)=O)c(Br)cccc1>>c1(Nc2ccc(SC)cc2)c(C(O)=O)cccc1,[c:1]1([cH:9][cH:8][c:6]([NH2:7])[cH:5][cH:4]1)[S:2][CH3:3].[c:10]1([C:17]([OH:19])=[O:18])[c:15](Br)[cH:14][cH:13][cH:12][cH:11]1>>[c:11]1([NH:7][c:6]2[cH:8][cH:9][c:1]([S:2][CH3:3])[cH:4][cH:5]2)[c:10]([C:17]([OH:19])=[O:18])[cH:15][cH:14][cH:13][cH:12]1
23,C(=O)(c1ccccc1)c2ccc(C)cc2Br.c1(N(=O)=O)cc(N(=O)=O)ccc1N>>c1(ccc(C)cc1Nc2ccc(N(=O)=O)cc2N(=O)=O)C(=O)c3ccccc3,C(c1c(Br)cc(C)cc1)(c1ccccc1)=O.c1(c(N)ccc(N(=O)=O)c1)N(=O)=O>>c1(C(c2ccccc2)=O)c(Nc2c(N(=O)=O)cc(N(=O)=O)cc2)cc(C)cc1,[C:1]([c:9]1[c:15](Br)[cH:14][c:12]([CH3:13])[cH:11][cH:10]1)([c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1)=[O:2].[c:17]1([c:28]([NH2:29])[cH:27][cH:26][c:22]([N:23](=[O:25])=[O:24])[cH:21]1)[N:18](=[O:20])=[O:19]>>[c:9]1([C:1]([c:3]2[cH:8][cH:7][cH:6][cH:5][cH:4]2)=[O:2])[c:15]([NH:29][c:28]2[c:17]([N:18](=[O:20])=[O:19])[cH:21][c:22]([N:23](=[O:24])=[O:25])[cH:26][cH:27]2)[cH:14][c:12]([CH3:13])[cH:11][cH:10]1
24,c1(ccc(C(C)=O)cc1N)Sc2cc(OC)ccc2Br>>c12c(ccc(C(C)=O)c1)Sc(cc(OC)cc3)c3N2,c1(Sc2c(Br)ccc(OC)c2)c(N)cc(C(=O)C)cc1>>c12Nc3ccc(OC)cc3Sc1ccc(c2)C(=O)C,[c:1]1([S:11][c:12]2[c:19](Br)[cH:18][cH:17][c:14]([O:15][CH3:16])[cH:13]2)[c:9]([NH2:10])[cH:8][c:4]([C:5](=[O:7])[CH3:6])[cH:3][cH:2]1>>[c:9]12[NH:10][c:19]3[cH:18][cH:17][c:14]([O:15][CH3:16])[cH:13][c:12]3[S:11][c:1]1[cH:2][cH:3][c:4]([cH:8]2)[C:5](=[O:7])[CH3:6]
25,c1(Sc2ccc(C(C)=O)cc2N)cc3c(cccc3)cc1Br>>c12c(cc(cccc3)c3c1)Sc(ccc(C(C)=O)c4)c4N2,c1(c(Br)cc2ccccc2c1)Sc1c(N)cc(C(=O)C)cc1>>c12Nc3cc(C(=O)C)ccc3Sc1cc1c(c2)cccc1,[c:1]1([c:21](Br)[cH:20][c:15]2[cH:16][cH:17][cH:18][cH:19][c:14]2[cH:13]1)[S:2][c:3]1[c:11]([NH2:12])[cH:10][c:6]([C:7](=[O:9])[CH3:8])[cH:5][cH:4]1>>[c:21]12[NH:12][c:11]3[cH:10][c:6]([C:7](=[O:9])[CH3:8])[cH:5][cH:4][c:3]3[S:2][c:1]1[cH:13][c:14]1[c:15]([cH:20]2)[cH:16][cH:17][cH:18][cH:19]1
26,c1(cc(C)ccc1Br)Sc2ccc(C(C)=O)cc2N>>c12c(ccc(C(C)=O)c1)Sc(cc(C)cc3)c3N2,c1(Sc2c(N)cc(C(=O)C)cc2)c(Br)ccc(C)c1>>c12Nc3ccc(C)cc3Sc1ccc(c2)C(=O)C,[c:1]1([S:9][c:10]2[c:18]([NH2:19])[cH:17][c:13]([C:14](=[O:16])[CH3:15])[cH:12][cH:11]2)[c:7](Br)[cH:6][cH:5][c:3]([CH3:4])[cH:2]1>>[c:18]12[NH:19][c:7]3[cH:6][cH:5][c:3]([CH3:4])[cH:2][c:1]3[S:9][c:10]1[cH:11][cH:12][c:13]([cH:17]2)[C:14](=[O:16])[CH3:15]
27,c1(N)nonc1C.c1(ccc(Br)nc1)N(=O)=O>>c1(nonc1C)Nc2ccc(N(=O)=O)cn2,c1(c(C)non1)N.c1(N(=O)=O)cnc(Br)cc1>>c1(Nc2ncc(N(=O)=O)cc2)c(C)non1,[c:1]1([c:6]([CH3:7])[n:5][o:4][n:3]1)[NH2:2].[c:8]1([N:15](=[O:17])=[O:16])[cH:14][n:13][c:11](Br)[cH:10][cH:9]1>>[c:1]1([NH:2][c:11]2[n:13][cH:14][c:8]([N:15](=[O:17])=[O:16])[cH:9][cH:10]2)[c:6]([CH3:7])[n:5][o:4][n:3]1
28,c1(C#N)cn(C)nc1N.c1(N(=O)=O)cc(Br)ccc1Br>>c1(ccc(Br)cc1N(=O)=O)Nc2nn(C)cc2C#N,c1(c(N)n[n](C)c1)C#N.c1(c(Br)ccc(Br)c1)N(=O)=O>>c1(Nc2c(C#N)c[n](C)n2)c(N(=O)=O)cc(Br)cc1,[c:1]1([c:8]([NH2:9])[n:7][n:5]([CH3:6])[cH:4]1)[C:2]#[N:3].[c:10]1([c:19](Br)[cH:18][cH:17][c:15]([Br:16])[cH:14]1)[N:11](=[O:13])=[O:12]>>[c:19]1([NH:9][c:8]2[c:1]([C:2]#[N:3])[cH:4][n:5]([CH3:6])[n:7]2)[c:10]([N:11](=[O:13])=[O:12])[cH:14][c:15]([Br:16])[cH:17][cH:18]1
29,c1(cccc(c(Br)cc(C(F)(F)F)n2)c12)C(F)(F)F.c1(O)ccc(N)cc1.Cl[H]>>c12c(cccc1C(F)(F)F)c(Nc3ccc(O)cc3)cc(C(F)(F)F)n2,c1(C(F)(F)F)c2nc(C(F)(F)F)cc(Br)c2ccc1.c1(ccc(N)cc1)O.Cl[H]>>c12nc(C(F)(F)F)cc(Nc3ccc(O)cc3)c1cccc2C(F)(F)F,[c:1]1([C:16]([F:19])([F:18])[F:17])[c:15]2[n:14][c:9]([C:10]([F:13])([F:12])[F:11])[cH:8][c:6](Br)[c:5]2[cH:4][cH:3][cH:2]1.[c:20]1([cH:27][cH:26][c:24]([NH2:25])[cH:23][cH:22]1)[OH:21].Cl[H]>>[c:15]12[n:14][c:9]([C:10]([F:13])([F:12])[F:11])[cH:8][c:6]([NH:25][c:24]3[cH:26][cH:27][c:20]([OH:21])[cH:22][cH:23]3)[c:5]1[cH:4][cH:3][cH:2][c:1]2[C:16]([F:19])([F:18])[F:17]
